gen,elapsed_sec,evals_total,engine,metrics
190,0.34991908073425293,38200,"{'gen': 191, 'best_fitness': -0.5932273319126847, 'mean_fitness': -1.7468558417467457, 'pop_size': 200}",{}
191,0.3517320156097412,38400,"{'gen': 192, 'best_fitness': -0.6478457549752061, 'mean_fitness': -1.78321960930268, 'pop_size': 200}",{}
192,0.3535168170928955,38600,"{'gen': 193, 'best_fitness': -0.4528861925922298, 'mean_fitness': -1.7644542474274119, 'pop_size': 200}",{}
193,0.35531091690063477,38800,"{'gen': 194, 'best_fitness': -0.5681616752468079, 'mean_fitness': -1.758669765434323, 'pop_size': 200}",{}
194,0.3571300506591797,39000,"{'gen': 195, 'best_fitness': -0.44457328869125357, 'mean_fitness': -1.752444522799558, 'pop_size': 200}",{}
195,0.35892486572265625,39200,"{'gen': 196, 'best_fitness': -0.4835887548492644, 'mean_fitness': -1.7432980007362804, 'pop_size': 200}",{}
196,0.3607299327850342,39400,"{'gen': 197, 'best_fitness': -0.6717849888940135, 'mean_fitness': -1.7582903989782508, 'pop_size': 200}",{}
197,0.3625469207763672,39600,"{'gen': 198, 'best_fitness': -0.661860653213463, 'mean_fitness': -1.7272980634508708, 'pop_size': 200}",{}
198,0.36434388160705566,39800,"{'gen': 199, 'best_fitness': -0.666533111344754, 'mean_fitness': -1.678841346794611, 'pop_size': 200}",{}
199,0.3661339282989502,40000,"{'gen': 200, 'best_fitness': -0.7590592156107681, 'mean_fitness': -1.769321492909288, 'pop_size': 200}",{}
